Sampling,Treatment,Quadrat,Quadrat_code,Amblyglyphidodon curacao,Amblyglyphidodon leucogaster,Amblygobius decussatus,Amblygobius rainfordi,Amphiprion percula,Apogon neotes,Apogon compressus,Apogon rhodopterus,Apogon sp10,Cheilodipterus sp2. Juv,Archamia zosterophora,Ostorhinchus neotes,Arothron nigropunctatus,Lutjanus biguttatus,Atrosalarias fuscus,Balistapus undulatus,Canthigaster papua,Cephalopholis microprion,Chaetodon trifasciatus ,Chaetodon baronessa,Chaetodon lunulatus,Chaetodon octofasciatus,Chaetodontoplus mesoleucus,Cheilodipterus quinqueliniatus,Chlorurus sordidus ,Oxycheilinus celebicus,Chelinus fasciatus,Bodianus mesothorax,Bodianus loxozonus,Chromis amboinensis,Chromis retrofasciata,Chromis ternatensis,Chrysiptera arnazae,Platax pinnatus,Chrysiptera rollandi,Chrysiptera talboti,Cirrhilabrus exquisitus,Ctenochaetus binotatus,Ctenochaetus striatus,Ctenochaetus strigosus,Ctenochaetus tominiensis,Pseudanthias tuka,Pomacentrus auriventris,Diprotacanthus xanthurus,Escenius bathi,Eviota bifasciata,Eviota fasciola,Eviota sebreei,Eviota guttata,Eviota melasma,Eviota atriventris,Bryaninops amplus,Trypterygiidae sp1,Eviota partimaculata,Exyrias belissimus,Fusigobius signippinis,Gnatholepis anjerensis,Eviota dorsogilva,Gobiodon citrinus,Gobiodon albofasciatus,Cryptocentrus strigilliceps,Gobiodon quinquestrigatus,Halichoeres leucurus,Halichoeres melanurus,Halichoeres hortulanus,Cephalopholis cyanostigma,Choerodon fasciatus,Labroides dimiatus,Pygoplites diacanthus,Labropsis australis,Labropsis manavei,Meiacanthus fraseri,Monotaxis grandoculis,Neoglyphidodon nigroris,Neopomacentrus nemurus,Plagiotremus rhynorinchus,Pomacentrus adelus,Pomacentrus aurifrons,Pomacentrus burroughi,Pomacentrus moluccensis,Pomacentrus nigromarginatus,Pomacentrus simsiang,Pseudocheilinus ataenia,Pseudochromis fuscus,Pseudojuloides splendens,Pseudolocheilinus hexataenia,Scarus hypselopterus,Chlorurus michrorhinus,Centropyge nox,Pterosynchiropus splendidus,Salarias segmentatus ,Siganus puellus,Siganus vulpinus,Sphaeramia nematoptera ,Syngnathidae sp1,Synodus variegatus,Thalassoma lunare,Trimma benjamini ,Trimma lantana,Trimma capostriatum,Zanclus cornotus,Zebrasoma scopas,Neoglyphidodon melas,Amblyeleotris guttata,Lethrinus erythropterus,Caesio teres,Signigobius biocellatus,Chlorurus bleekeri,Syngnathidae sp2,Cirrhilabrus temminckii,Cheilinus undulatus,Pterois antennata,Halichoeres solorensis ,Pseudochromis sp1,Chromis lineata,Paracheilinus filamentosus,Centropyge vroliki,Amphiprion clarkii,Dascyllus trimaculatus,Scarus dimidiatus,Labridae sp1,Pomacentrus lepidogenys,Epibulus insidiator,Halichoeres trimaculatus,Heniochus varius,Acantochromis polyacanthus,Chromis caudalis,Ostorhinchus nigrofasciatus,Paracheilinus filamentosus,Cirrhitichthys falco,Halichoeres richmondi,Suffamen bursa,Parupeneus cyclostomus ,Myripristis hexagona,Plectorhinchus chaetodonoides,Wetmorella nigropinnata,Bryaninops natans,Syngnathidae sp4,Labrichthys unilineatus,Epinephelus ongus,Gobiodon histrio,Chromis lepidolepis,Naso elegans,Acanthurus auranticavus,Chaetodon vagabundus,Lutjanus boutton,Chaetodon rafflesii,Acanthurus nigricans,Scarus niger,Acanthurus pyroferus,Scarus frenatus,Cephalopholis boenak,Bryaninops yongei,Amphiprion ocellaris,Pteragogus guttatus,Istigobius sp1,Pleurosicya elongata,Ostorhinchus multilineatus,Eviota parasites,Apogonidae sp1,Istigobius sp2,Trinma caudomaculatum,Lutjanus carponotatus,Wetmorella abofasciata,Halichoeres sp1,Neoniphon sammara,Siganus punctatissimus,Istigobius sp3,Gobiidae sp6,Halichoeres prosopeion,Cheilodipterus octolineatus,Scorpaenopsis oxycephala ,Gobiidae sp2,Chaetodon melannotus,Acanthurus thomsoni,Halichoeres chloropterus,Forcipiger longirostris,Plectropomus areolatus,Choerodon anchorago
1,High,2,SH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,3,SH3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,4,SH4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,5,SH5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,6,SH6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,3,0,0,3,0,2,0,0,0,1,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,7,SH7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,8,SH8,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,8,26,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,9,SH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,5,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,10,SH10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,11,SH11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,High,12,SH12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,3,0,1,1,0,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,40,0,0,5,1,1,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,1,SR1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,14,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,2,SR2,0,0,0,0,0,1,0,1,1,1,5,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,29,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,3,0,11,0,0,0,1,0,2,0,3,0,0,0,0,0,1,9,0,3,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,3,SR3,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,6,0,8,0,0,0,0,0,4,0,1,0,0,0,0,0,100,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,4,SR4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,3,30,1,0,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,20,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,5,SR5,0,0,0,1,0,30,0,0,0,0,0,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,95,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,6,SR6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,7,SR7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,8,SR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,0,0,3,0,0,0,1,0,0,2,0,0,4,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,9,SR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,5,0,6,0,0,0,0,0,3,0,0,2,0,1,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,10,SR10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,11,SR11,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,3,1,8,0,1,0,0,0,0,0,4,0,0,0,1,20,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Removal,12,SR12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,1,SC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,1,8,0,0,0,1,5,51,0,0,0,0,0,0,0,0,0,0,4,2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,50,6,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,2,SC2,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,3,0,1,0,0,4,0,0,10,0,1,0,4,1,0,0,0,3,3,7,0,0,0,2,22,0,0,0,0,3,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,82,12,0,6,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,3,SC3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,27,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,4,SC4,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,1,1,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,0,0,4,21,0,0,1,0,47,0,0,0,0,1,0,0,0,0,0,2,1,13,0,1,0,0,0,0,0,1,0,0,0,0,0,35,10,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,5,SC5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,8,6,0,0,0,3,25,0,0,0,0,1,0,0,0,0,0,4,0,19,0,1,0,0,0,0,0,0,0,0,0,1,0,100,0,0,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,6,SC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,8,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,4,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4,0,8,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,7,SC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,5,0,11,0,12,0,0,0,0,0,0,0,0,2,6,3,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,0,7,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,8,SC8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,7,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,4,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,9,SC9,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,1,0,16,0,2,0,0,0,2,1,0,0,0,1,2,0,0,0,0,6,21,0,0,0,0,3,0,0,0,0,0,2,1,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,3,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,10,SC10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,50,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,11,SC11,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,6,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,50,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Low,12,SC12,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,15,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,18,3,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
